,eta_0,omega,meth_init,system_size,var_init,spr2
cg14620572,0.6493683138542092,0.008192724325994903,0.3229679645581719,67.7862756290654,0.04545415003358276,0.23235834328520202
cg08044097,0.3805991631942309,0.004689647211636255,0.06123688233248632,75.15228087051608,0.0039734717645220725,0.23240185908903488
cg08564235,0.2475869506624841,0.009902623802988182,0.44137957446455767,217.4609002961762,12.642302528517876,0.23248259032899452
cg04467618,0.33027473653005657,0.007953162357321436,0.09365435047586351,105.2099424256913,0.06460983531319402,0.23252138689423624
cg21721649,0.5326651295325858,0.008561274644791431,0.7015184614325614,279.78053252160015,13.534339557597379,0.23253037295472434
cg18555368,0.2898126091146826,0.008056155209976126,0.7298827750113361,44.19360619285512,0.012074254949150952,0.23255425737532598
cg01634328,0.20074871203921044,0.01272638114476005,0.3979605470242988,185.89581168394906,12.435603124371115,0.232559481997052
cg21899500,0.772775695808583,0.007946465745886094,0.360267274891158,56.04633444377428,0.007421451406876276,0.23273725599137135
cg08234504,0.13274549433066388,0.01017300774217282,0.29943588900304724,236.11117330093978,19.6669626158255,0.23274908676409628
cg25365109,0.51187589132084,0.013888724794693674,0.6603565101965003,339.10891101443644,21.430929666329934,0.23283810587914852
cg26354128,0.3445943306440995,0.006058798677252479,0.07630021030723724,87.18174438744059,0.01478369319409453,0.2329064678458949
cg22770285,0.27105701286017936,0.007574148954842027,0.4539342108786053,249.3241683884207,6.528118727489944,0.2329433001628741
cg19965221,0.3595590599824944,0.0031933608177287893,0.026391167759273044,69.20411729400494,0.0020319037303839957,0.23304968403014523
cg13782301,0.48116775783492444,0.015452498443481295,0.1471132193619667,58.365947034136404,0.1508781216893773,0.2330569949317008
cg00451635,0.3403232098220049,0.007817200526113819,0.5322455812036158,240.88946180176816,11.530070117256608,0.23314795742482555
cg17340043,0.08087201519445762,0.012562467893537493,0.30667058178393564,102.04648296870428,13.67481726612234,0.23316331266175408
cg04193160,0.5197799310330703,0.01007590591399268,0.27398956193550433,151.77540188999458,0.058847127364784084,0.2331714171723407
cg00757070,0.43740665393319617,0.006625008102015462,0.6358446462823164,197.56370369331415,15.590437111838945,0.2335992297565793
cg23619399,0.2361716569682023,0.006016778492628079,0.07607755990003566,175.67913646058247,0.04474413003833275,0.23361554779229787
cg08169949,0.3218332716409807,0.005911747933127022,0.07493368056140266,86.562588531541,0.0043425887784826304,0.2336229995191893
cg06155229,0.17265005770782607,0.014306483397315875,0.5200413848718402,51.4109298125903,13.221403364376231,0.2337033935148671
cg23196504,0.4196327188982012,0.0061014599948456694,0.6391437560080727,204.51937999486762,4.055046115065215,0.23374391362080074
cg02926165,0.38737784766061456,0.005860796196235018,0.07415235732748701,78.30301938673702,0.002848876506142086,0.2338896190128339
cg05330471,0.30157806013415867,0.006655363692375424,0.6805320539986918,76.00042636250876,0.003975500062955316,0.23398791230326815
cg16653042,0.2867243473548818,0.013363168089310564,0.4599459504889343,226.01254517024816,1.1913440922171845,0.2340942507479744
cg14134497,0.35021852667600295,0.008208426184510918,0.12408471974249526,140.5959019509206,4.884187436726583,0.23419563801711346
cg26894354,0.1944804559396492,0.011775155395444993,0.3890845041453716,157.29419324928605,0.3302490613354379,0.23419970523055414
cg01919189,0.484561971112303,0.01314620633929574,0.7367926699057743,104.69413876909586,0.5786699126413077,0.234272158398558
cg01477894,0.21926824864383018,0.014025435647020463,0.48811248159033094,95.46286137993555,2.9206791772239256,0.23433485667393986
cg04090392,0.27714755021651255,0.00942151910328083,0.095507665524708,169.71272429633885,3.6218741129769043,0.2343414733493441
cg27464051,0.33575223245036684,0.00461433457975173,0.048830260848845404,87.50892569821725,0.007347145117786065,0.23434219365915007
cg17186168,0.496864281385016,0.005021508869236902,0.07670490980567636,53.507867883248466,0.0014761626563252063,0.23437172012932453
cg02917536,0.2907696782578086,0.012976980486697685,0.662021504685218,61.90772332137292,2.354437407316236,0.23460201316584114
cg21488279,0.5490796542582802,0.009022736498350182,0.19781513287264757,71.21010099866147,1.018801754431347,0.2346023281170442
cg07150387,0.47598536093280863,0.011044718281321284,0.7596723856650812,95.7704765516177,0.23765667931071643,0.23460477233337113
cg13850871,0.39241045040403977,0.011098673217539483,0.5297534778014956,338.7314599838026,0.14928151651049043,0.2346179043481941
cg18667659,0.8189399737817502,0.006948438225497748,0.4293219722921302,49.22710429676131,0.01011584551232961,0.23467267093716299
cg07888273,0.32977553284255495,0.0047412768112255425,0.03317696401717902,75.89036767901786,0.00297797973011074,0.2346804081319482
cg18964582,0.5017047289648118,0.009140189324462162,0.8003900351072598,85.65407830191278,0.06036347778714012,0.23470093347681514
cg07822980,0.37767679187180603,0.007471853830571968,0.7859194390843641,62.22173008066867,0.0061760176330720494,0.2348176543258854
cg26844246,0.5112705865572021,0.006353924171728714,0.15984395782264982,75.22129012582657,0.013597174589475357,0.23484169368837585
cg16705627,0.48069067520881636,0.011153409641483526,0.22025327561987093,110.10902161153241,4.4015388513604465,0.2349072866572299
cg21792096,0.43282657278722114,0.008169549511769823,0.6932023374049671,135.84740890368465,9.741417233864293,0.23492516596606813
